epoch,lossTrain,lossVal,accuracyTrain,accuracyVal,accuracyTest
55,0.4505691143386066,1.0268824847698212,0.839325,0.6917,0.6949
56,0.4474080803886056,1.0690517413139344,0.8437,0.6822,0.6842
57,0.4386643012061715,1.027560747885704,0.844825,0.688,0.6882
58,0.422282680349052,1.0335851536035539,0.851125,0.6924,0.6982
59,0.416062432783097,1.1525870277404786,0.851725,0.6794,0.6819
60,0.4072307070940733,1.0575110380411148,0.8547,0.6852,0.6931
61,0.40375541709959506,1.074962563419342,0.8569,0.6883,0.6919
62,0.3949500590071082,1.0897482184886933,0.86065,0.6873,0.6886
63,0.389184196677804,1.1190661039352416,0.8622,0.6845,0.6866
64,0.3763352559633553,1.1063719553232192,0.8671,0.6884,0.6934
65,0.36834264487475155,1.1201293797254563,0.86985,0.6822,0.6855
66,0.36642236687392,1.134794840312004,0.86955,0.6863,0.6878
67,0.35448337536156177,1.1252754668951035,0.87555,0.6915,0.6906
68,0.34927759011760356,1.1488023611545564,0.8757,0.6879,0.6912
69,0.3389939477771521,1.2230805609464646,0.88,0.6822,0.6861
70,0.3366149169839919,1.148718954706192,0.8806,0.6873,0.6946
71,0.32977860696241257,1.172554693543911,0.883825,0.6853,0.6921
72,0.3200924232766032,1.1907070588707924,0.886825,0.6876,0.6894
73,0.32169937728643416,1.219644753742218,0.884675,0.6805,0.684
74,0.31054639323726296,1.2170870627999306,0.889825,0.6886,0.6923
75,0.3051972416140139,1.2290073239326478,0.8911,0.6801,0.6917
76,0.3007890118226409,1.2247353747487069,0.893175,0.6823,0.6868
77,0.2970539957910776,1.2695201516151429,0.894025,0.6804,0.6882
78,0.28600073826387523,1.2776070678591729,0.9004,0.676,0.6873
79,0.28404673553407195,1.2880739010572433,0.898525,0.6855,0.6873
80,0.28095168721619995,1.2897503246188164,0.9003,0.6852,0.6879
81,0.26832222964912655,1.3439499242544175,0.903475,0.678,0.684
82,0.27045840837731955,1.3275250697135925,0.90475,0.681,0.6856
83,0.26146642414182425,1.3081511670827866,0.9076,0.6804,0.6848
84,0.2583327897198498,1.3744559689342977,0.90705,0.6774,0.6849
85,0.2554756275307387,1.3855935018777847,0.908925,0.6793,0.6851
86,0.24693167831897736,1.368144354891777,0.912725,0.6816,0.6879
87,0.24770934455078095,1.40127191259861,0.911125,0.6846,0.686
88,0.23949640676788986,1.4280470291256904,0.9143,0.6783,0.6792
89,0.23477416107784957,1.4041874868512154,0.9179,0.6777,0.6826
90,0.2335883825469762,1.3917723175287247,0.9177,0.678,0.6837
91,0.2271368798106909,1.4399726400613784,0.92125,0.6804,0.6836
92,0.22799127008393408,1.4354965016722678,0.9207,0.6787,0.6835
93,0.2213515251033008,1.466721399140358,0.921275,0.6824,0.6799
94,0.2174287569824606,1.4908524284332991,0.922025,0.6778,0.6852
95,0.21798688138835132,1.4988362604022025,0.92315,0.6756,0.6833
96,0.21380000462643803,1.5108811059594154,0.924575,0.675,0.6795
97,0.20952230081539602,1.5138431951761246,0.9258,0.6763,0.6816
98,0.20698621383793653,1.5085361980080605,0.92625,0.6768,0.6801
99,0.20212952927511652,1.574823723781109,0.92845,0.6816,0.6799
100,0.20248826637156309,1.5550129647016526,0.928725,0.6741,0.681
101,0.4819533977597952,0.4032449857547879,0.862875,0.8894,0.6767
102,0.43053012011572717,0.420875896152854,0.8694,0.8834,0.6804
103,0.39715439102947714,0.42735172316730025,0.878125,0.8774,0.6801
104,0.37475933419913054,0.42101591738462446,0.882675,0.8797,0.688
105,0.3576542355917394,0.43228725596666334,0.885175,0.8752,0.6885
106,0.34311010101884604,0.4280375354319811,0.890275,0.8739,0.6896
107,0.3319354089863598,0.44663552534878254,0.891625,0.8667,0.691
108,0.31888850621432063,0.46184494773447515,0.8952,0.8614,0.6856
109,0.3100856090616435,0.46363597936630246,0.89715,0.8589,0.6863
110,0.30293491696678104,0.4511742948330939,0.898875,0.8635,0.6913
111,0.29192815593052657,0.4737895410716534,0.9027,0.8557,0.69
112,0.2812930306196213,0.4791736664235592,0.906375,0.857,0.687
113,0.27319960696920753,0.49854192529022695,0.907875,0.8493,0.6918
114,0.2623347733445466,0.5074851464688778,0.91135,0.8446,0.6835
115,0.26439362326208504,0.5134507958620786,0.90945,0.8487,0.686
116,0.2509357312507927,0.5619621355235577,0.914525,0.8346,0.6889
117,0.24888568327352403,0.5263440841838718,0.9157,0.8429,0.6908
118,0.23776784695796668,0.5471475656658411,0.920175,0.8375,0.6871
119,0.23673016866594554,0.5424883022069931,0.919575,0.8393,0.6905
120,0.22980663278661667,0.5825859772354365,0.920225,0.8294,0.6822
121,0.2217217062117532,0.5950787641704083,0.92375,0.8238,0.6852
122,0.22348677629902958,0.588275942826271,0.9245,0.8283,0.6892
123,0.21202973827589303,0.6213240066550672,0.9263,0.8225,0.684
124,0.21421172701697797,0.5857867210641503,0.92625,0.8286,0.6889
125,0.20872548780292272,0.6203403641879559,0.92765,0.8236,0.6826
126,0.19609437704980373,0.636161256173253,0.93235,0.8218,0.6861
127,0.19398857776150108,0.6521979380756616,0.9323,0.8205,0.6854
128,0.19308653980381787,0.6598297364264727,0.933775,0.8154,0.6844
129,0.19086649930858984,0.6351990954577923,0.9345,0.8272,0.6859
130,0.18733140451889485,0.6891799752861262,0.9339,0.8176,0.6851
131,0.18538166649322957,0.6766901582658291,0.9359,0.8169,0.6848
132,0.1802068900690414,0.6924671246692539,0.93705,0.8176,0.6847
133,0.17828543216791004,0.7005532453596592,0.93785,0.8141,0.6818
134,0.1739050635428168,0.7168427671730518,0.9405,0.8122,0.6764
135,0.17162250989992173,0.7003000828117132,0.940175,0.8134,0.6867
136,0.16601635633241385,0.7372906637340784,0.942475,0.8042,0.6752
137,0.1644045765454881,0.7338086105272174,0.94305,0.8079,0.6836
138,0.16465166629962624,0.7414412006318569,0.942825,0.8031,0.6798
139,0.1564673226176761,0.7585522189777344,0.9465,0.8055,0.677
140,0.16037216819319874,0.7668630778193474,0.943775,0.8032,0.6822
141,0.155306464092806,0.8155831791847944,0.9471,0.7985,0.6764
142,0.1531592272923328,0.7804502454906702,0.9469,0.8047,0.6845
143,0.15094673844231293,0.7994557661995292,0.948875,0.8011,0.6845
144,0.14942352098105474,0.830728881599009,0.949275,0.8026,0.6826
145,0.14531564985383302,0.822278069485724,0.94925,0.7978,0.6814
146,0.14363659781748428,0.8329183739066124,0.950825,0.798,0.6802
147,0.14178890091478824,0.8290035531371832,0.95035,0.7965,0.6808
148,0.1422682595046237,0.8860480076223611,0.950925,0.785,0.6736
149,0.14410756183662451,0.8617317360669374,0.950375,0.7969,0.6831
150,0.14108819143334403,0.8743410778015852,0.95135,0.7918,0.678
151,0.13743547275438905,0.8926423339322209,0.953125,0.7885,0.6789
152,0.13550742801295126,0.8917263909429312,0.953575,0.7913,0.6772
153,0.13902048097257502,0.9112940389364957,0.951925,0.7884,0.678
154,0.1303250055493787,0.9063294959455729,0.9563,0.7873,0.678
155,0.12925098357368262,0.9126143006071449,0.956325,0.7916,0.6825
156,0.12989149850104004,0.9052322211414575,0.95505,0.7877,0.677
157,0.12663093173764647,0.9108576135456562,0.957325,0.7889,0.6801
158,0.12989275805687067,0.9513599208533764,0.95565,0.7827,0.6749
159,0.12323002193152206,0.9688611099600792,0.95785,0.7873,0.6779
160,0.12648444970506242,0.9574292484790087,0.956675,0.7821,0.6787
161,0.12643296513939276,0.9562050795808434,0.956175,0.7806,0.6771
162,0.1267607881247066,0.9646925483120605,0.95745,0.7786,0.6725
163,0.1225951728908345,0.9663576875925064,0.95815,0.7795,0.6757
164,0.12081537971494254,0.9937673651844263,0.958975,0.7845,0.6791
165,0.11979760293024592,0.9986411272734403,0.958025,0.7852,0.6818
166,0.11950664273144211,0.9608038864538073,0.958575,0.7773,0.6775
167,0.11683311547131743,0.983079454857111,0.959425,0.7763,0.6769
168,0.11126562738465146,"1,017,925,706,025,950",0.9625,0.7813,0.6776
169,0.11372718956638128,"10,037,638,815,909,600",0.96135,0.7822,0.6766
170,0.12025812159604393,"10,184,488,899,290,500",0.959025,0.7762,0.6758
171,0.11302665754430927,0.9992849908187985,0.960875,0.7837,0.6799
172,0.11398144622403197,"1,035,456,690,850,850",0.960025,0.778,0.6813
173,0.10766761845117435,"10,627,013,739,198,400",0.9635,0.7726,0.6753
174,0.1137005837172037,"10,393,217,261,975,600",0.962525,0.7784,0.6816
175,0.10960192392931785,"1,028,376,192,945,240",0.96225,0.7774,0.6733
176,0.10559667333948891,"1,083,692,112,416,020",0.963425,0.7762,0.6756
177,0.1121158127068542,"10,520,137,239,217,700",0.962275,0.7785,0.6802
178,0.11057312525236047,"1,107,751,238,192,610",0.96245,0.7713,0.6751
179,0.10448291233927011,"10,781,511,363,469,000",0.9645,0.7748,0.6765
180,0.10608878867969615,"11,159,164,142,236,100",0.963625,0.77,0.6756
181,0.10850193624688545,"10,937,348,968,178,000",0.9622,0.7722,0.6702
182,0.10634923982832115,"10,786,430,408,224,400",0.9641,0.7718,0.6719
183,0.10298958166386,"11,014,007,268,190,300",0.964775,0.7683,0.6781
184,0.1026599523513345,"11,141,276,052,713,300",0.9646,0.7718,0.6724
185,0.10695072157594841,"11,583,824,501,752,800",0.964125,0.7695,0.6766
186,0.10223995786164887,"11,166,015,901,237,700",0.9652,0.7796,0.6801
187,0.10206848692344501,"11,691,203,073,322,700",0.96615,0.7739,0.677
188,0.1023845948102302,"11,334,186,599,373,800",0.964475,0.7766,0.6805
189,0.10011484544340056,"11,655,612,857,550,300",0.965775,0.7696,0.6755
190,0.10130770387571537,"11,573,793,686,330,300",0.96495,0.7727,0.6809
191,0.09965005151662044,"11,703,611,256,718,600",0.965325,0.7674,0.6797
192,0.10262343927249312,"11,457,340,301,960,700",0.965575,0.7687,0.6774
193,0.0980732185222325,"11,831,708,792,328,800",0.966075,0.7728,0.6774
194,0.0996881704786094,"1,149,191,242,647,170",0.965825,0.7703,0.6769
195,0.09249380331723951,"11,858,798,023,581,500",0.968075,0.7618,0.6697
196,0.09610873237272026,"1,171,763,282,120,970",0.9667,0.768,0.6761
197,0.09390137963345041,"12,020,812,256,217,000",0.968175,0.7686,0.6728
198,0.09523068453263259,"12,262,100,647,717,700",0.96765,0.7622,0.6713
199,0.0975598022537888,"1,177,818,604,660,030",0.966775,0.7704,0.6748
200,0.09227267296024365,"12,056,821,049,541,200",0.96795,0.7704,0.669
