epoch,lossTrain,lossVal,accuracyTrain,accuracyVal,accuracyTest
1,1.8653421970844268,1.6630480604171753,0.30525,0.3893,0.3949
2,1.5988654990673066,1.5133793627738952,0.411075,0.435,0.4401
3,1.485456509923935,1.4750625754356383,0.451775,0.4579,0.4675
4,1.407721041917801,1.364590738582611,0.486175,0.5034,0.5112
5,1.3471677229404448,1.3363525904655456,0.509375,0.5172,0.5227
6,1.2975166107773781,1.258716278362274,0.529975,0.5456,0.5553
7,1.2523709793806077,1.2343119581222535,0.5467,0.5622,0.5682
8,1.2103947573900222,1.2108764930725098,0.5646,0.5673,0.5748
9,1.175263313782215,1.1846930871009826,0.578725,0.5763,0.591
10,1.1424615283727646,1.151642573451996,0.590575,0.5875,0.5962
11,1.114924448776245,1.131292790365219,0.600525,0.5987,0.605
12,1.0874066991448403,1.1234191140651704,0.61265,0.6012,0.6083
13,1.0581884356141091,1.0784347811222077,0.62545,0.6185,0.6266
14,1.0365711353421212,1.0808646409988403,0.6321,0.6152,0.6263
15,1.015832095885277,1.0716177953243256,0.64045,0.6197,0.6283
16,0.9951978456735611,1.0622638778686524,0.6498,0.6256,0.6288
17,0.9747136986494064,1.0401820982933045,0.6554,0.6329,0.6378
18,0.9562660630226135,1.0118383321762086,0.662675,0.6437,0.6545
19,0.9357893480122089,1.0248297377109528,0.671275,0.639,0.6422
20,0.9186708992779254,0.9938297399044037,0.674825,0.6495,0.6582
21,0.898951458787918,1.0007713850498199,0.681975,0.6465,0.6582
22,0.8818778762698174,0.9922751482486725,0.687175,0.6488,0.6563
23,0.864116575717926,0.9934573490142822,0.6931,0.6496,0.6623
24,0.8507481570124626,0.9695016998291016,0.70245,0.6599,0.6684
25,0.8351859750270844,0.9524005348205566,0.7067,0.6674,0.6733
26,0.8167089653968811,0.9651282388687134,0.712875,0.666,0.6713
27,0.8073996838092804,0.9574919100761413,0.7137,0.6641,0.6714
28,0.7902402845323085,0.9608484481334686,0.7198,0.6649,0.6717
29,0.7798965888500213,0.9631015502214432,0.726225,0.6707,0.6695
30,0.7679115229636431,0.9605724816441535,0.732325,0.6716,0.6732
31,0.7566652511507272,0.9556612643957139,0.734975,0.6737,0.6767
32,0.7436886746704578,0.942905824136734,0.737025,0.6752,0.6788
33,0.7318673589587211,0.9423115264415741,0.74105,0.6794,0.6798
34,0.7193471798121929,0.9292143941402435,0.7456,0.681,0.6823
35,0.7095092699617147,0.9551045141220093,0.748575,0.6757,0.6784
36,0.6947481025993824,0.9494524920701981,0.753775,0.6801,0.6781
37,0.6871090238153934,0.9390954538583756,0.75705,0.6798,0.6778
38,0.6740807082027197,0.9552878560781479,0.76195,0.6769,0.6779
39,0.6640902952104807,0.9281896242380142,0.76425,0.6836,0.6875
40,0.6541015680491924,0.9446816380739212,0.76945,0.6826,0.6861
41,0.6444469287991523,0.9369347770690918,0.7714,0.6864,0.6904
42,0.6318320869565011,0.9526723573446274,0.7768,0.6817,0.6865
43,0.6193452121078968,0.9670010636806488,0.78295,0.6798,0.6836
44,0.6138673665940761,0.9422437945842743,0.781975,0.6876,0.6905
45,0.6011129453480244,0.9488311763048172,0.7891,0.6868,0.6899
46,0.5910377704411746,0.9413318155646324,0.79205,0.692,0.6906
47,0.5819954152554273,0.9665806990146637,0.7957,0.6904,0.6841
48,0.5718973873943091,0.9446175503015518,0.79675,0.6909,0.6954
49,0.564081111779809,0.9752700892925262,0.801375,0.6891,0.686
50,0.5568783323436975,0.9770777455449104,0.80395,0.6878,0.6826
51,0.5460991924077272,0.9927493807554245,0.80605,0.6883,0.6861
52,0.5362435773953795,1.0341083097934722,0.810525,0.6796,0.6821
53,0.5312693404883146,0.9690414688587189,0.811625,0.6943,0.6916
54,0.518601570135355,0.9763675922632218,0.81535,0.6928,0.6871
55,0.5103655461102724,1.0060345210313797,0.820125,0.6863,0.6807
56,0.5019979784399271,0.9898695092201233,0.82255,0.6898,0.685
57,0.4926021901421249,1.0298522894620896,0.8272,0.689,0.6811
58,0.48749631581902503,1.0223139233350753,0.825625,0.6896,0.6864
59,0.4810871838867664,1.015405983364582,0.82965,0.6806,0.6812
60,0.4686404951006174,1.0327875059008598,0.834675,0.6871,0.6881
61,0.4613630354732275,1.0489901777744293,0.837225,0.6898,0.6861
62,0.4559490751296282,1.0491754638433457,0.837775,0.6862,0.6865
63,0.44735867854207756,1.0682872625350952,0.84105,0.683,0.6793
64,0.44144696332663297,1.0818924147725106,0.843025,0.6872,0.6828
65,0.43436773194521666,1.0692774335861206,0.84465,0.6814,0.6815
66,0.42652792664468286,1.0783126344323157,0.848725,0.6869,0.6837
67,0.4199242542043328,1.0509996755123139,0.8486,0.6901,0.686
68,0.41165030594915153,1.083674952173233,0.85465,0.6859,0.6821
69,0.4013041814863682,1.1468692756414414,0.85785,0.6726,0.675
70,0.40148695674985646,1.0959068181276321,0.857275,0.6877,0.6852
71,0.38917535385936497,1.122538320851326,0.861975,0.6863,0.6855
72,0.3858033927179873,1.1353535439491271,0.861575,0.682,0.685
73,0.380601774469018,1.1213265724539756,0.864325,0.6824,0.6824
74,0.372557634396106,1.161616572034359,0.86825,0.6844,0.6851
75,0.3633380890317261,1.1717130299091338,0.87255,0.6847,0.6838
76,0.3598647667527199,1.1470442081928254,0.871475,0.683,0.6852
77,0.35431768193170426,1.1782410838365556,0.87415,0.6837,0.6831
78,0.34344393394887446,1.159534540939331,0.87955,0.6829,0.6805
79,0.34466915174275636,1.2189757970929145,0.87705,0.682,0.6805
80,0.3385939713984728,1.2378566918373108,0.880325,0.6813,0.6763
81,0.33223291893526913,1.2211585870862007,0.881075,0.683,0.6823
82,0.3275553196020424,1.2474135623455047,0.88215,0.6847,0.6814
83,0.3220563754551113,1.2137505402565003,0.885625,0.682,0.6828
84,0.315956455437094,1.2306780306577683,0.887475,0.6869,0.6852
85,0.30726214518547057,1.2770694682002068,0.89205,0.679,0.6807
86,0.310009687891975,1.2519040306210518,0.888,0.6832,0.6801
87,0.297078667357564,1.279489599442482,0.894525,0.6811,0.6797
88,0.29345198671966793,1.2876538515686988,0.8957,0.6852,0.6833
89,0.2929356610186398,1.3111453394532204,0.89455,0.6846,0.6843
90,0.2869201213374734,1.368193744802475,0.897975,0.6791,0.6789
91,0.2823576252344996,1.307142010641098,0.899725,0.6769,0.675
92,0.27746821936480703,1.3290994899749755,0.90255,0.6776,0.6774
93,0.275357654446736,1.3472674203515054,0.901,0.6792,0.6746
94,0.2709402893491089,1.3623900092124939,0.90405,0.68,0.6824
95,0.2654111264888197,1.366903768992424,0.9056,0.6817,0.6832
96,0.26214343778043986,1.4258353723406791,0.90745,0.6746,0.6759
97,0.25706154933106157,1.4106326008319854,0.908775,0.6808,0.6822
98,0.25587120392024515,1.4081109748244285,0.910275,0.6741,0.6764
99,0.25007810646668077,1.4561299874663354,0.91165,0.6753,0.6745
100,0.24848951171617956,1.4030447561740875,0.911,0.6797,0.6797
101,0.2451480258544907,1.4684616636514665,0.91095,0.6711,0.6746
102,0.23858071018718183,1.4574444977283478,0.916,0.6751,0.6767
103,0.2401466632962227,1.4948754326343536,0.91535,0.6776,0.6787
104,0.23472128438465298,1.4484382848501205,0.915925,0.6754,0.6832
105,0.2321483429595828,1.491896859240532,0.918475,0.676,0.6778
106,0.2296357727607712,1.4648413319051266,0.91955,0.6774,0.6779
107,0.22609694510661066,1.5090257841825485,0.918825,0.6743,0.6784
108,0.2182438232349232,1.4850426986694336,0.923125,0.6725,0.6763
109,0.21835632453598083,1.5174632204174996,0.921875,0.6786,0.6784
110,0.21733799371272325,1.4771117799997329,0.92285,0.6773,0.6819
111,0.21252405454404652,1.5418876072406769,0.9243,0.6755,0.6747
112,0.20790899500381202,1.513702369505167,0.926575,0.6756,0.6787
113,0.20917994314078242,1.5466624881744384,0.92545,0.677,0.6767
114,0.20616011162437498,1.57484012799263,0.925225,0.6787,0.6781
115,0.19933001138158143,1.5952587125629187,0.929425,0.6752,0.6813
116,0.2013130647613667,1.6138447343230247,0.928025,0.6692,0.6709
117,0.1964995690059848,1.5609775460124016,0.930725,0.6725,0.6734
118,0.19070898449067025,1.6102606546878815,0.932525,0.6745,0.6754
119,0.18821191043742,1.6212293432831764,0.933175,0.6736,0.675
120,0.19192299818713218,1.6095007117062807,0.931075,0.6735,0.6741
121,0.19075289181489496,1.6715647114276886,0.932525,0.6716,0.6725
122,0.18906057267254217,1.6990927902698516,0.93335,0.6731,0.6708
123,0.18368620384447276,1.6520229866027831,0.935025,0.6738,0.678
124,0.18440469135325402,1.6726944243192672,0.9359,0.672,0.6706
125,0.17997474974244834,1.6114967555940152,0.935925,0.6723,0.677
126,0.1821738475928083,1.6409194019079207,0.93565,0.6711,0.6748
127,0.1767646761715412,1.700935047841072,0.938225,0.6751,0.6779
128,0.18248756819898262,1.6326191173553466,0.936425,0.67,0.6743
129,0.1732938914592378,1.6871854106843471,0.9392,0.675,0.6768
130,0.1742861172233708,1.7743559141397476,0.939125,0.6645,0.6687
131,0.1700086477169767,1.6935809724330901,0.940525,0.6688,0.6686
132,0.16393739499440416,1.6979577734947204,0.9439,0.6667,0.6694
133,0.16591269264062866,1.6968046935796737,0.942025,0.6708,0.6737
134,0.16496340613737703,1.784630121359229,0.942425,0.6686,0.6717
135,0.1628203445352614,1.7276998362362386,0.94375,0.6738,0.677
136,0.15870354324942454,1.7405070279836654,0.944275,0.6717,0.6719
137,0.15813424660786987,1.7569181641697884,0.94595,0.6701,0.6727
138,0.15917689986648037,1.7610707621335984,0.94485,0.6707,0.6803
139,0.1575743193268776,1.7429662195801734,0.94585,0.6717,0.6752
140,0.15377398450314067,1.7867373713374137,0.94675,0.6715,0.673
141,0.15234146592058243,1.8039378548383713,0.94675,0.6714,0.673
142,0.15038248283164576,1.7749930673241616,0.9473,0.6683,0.6779
143,0.15012909984872677,1.819643872690201,0.9491,0.6609,0.666
144,0.15126202875403688,1.864434539604187,0.947675,0.6725,0.6757
145,0.14473495815331117,1.8088668852806091,0.950475,0.67,0.6786
146,0.1471617702946067,1.8018600476026536,0.949375,0.6692,0.6732
147,0.14925969004645012,1.8668360289990902,0.9483,0.6666,0.6731
148,0.14571096402304248,1.7776786782622338,0.9502,0.6709,0.6707
149,0.14142062876084818,1.832718567609787,0.952025,0.6654,0.6705
150,0.14454062167620285,1.8244175241708755,0.949525,0.6739,0.6739
151,0.13843122306629085,1.8369531936705112,0.9516,0.6604,0.6738
152,0.13911116575915367,1.8800194907188414,0.9506,0.6627,0.6674
153,0.13743628855869175,1.9046409599542617,0.950875,0.6553,0.6653
154,0.13754404648910276,1.8608343834757806,0.951875,0.6666,0.6793
155,0.13361126460526138,1.9050314212322235,0.953525,0.6674,0.6774
156,0.13602453881488183,1.8688362883329392,0.952725,0.6667,0.6767
157,0.13207677981015295,1.9369137158870697,0.95525,0.67,0.6757
158,0.13600805065410676,1.893948831191659,0.95205,0.6673,0.6717
159,0.1289066514375154,1.920354774928093,0.954725,0.6725,0.678
160,0.13119824285320938,1.8844727307915687,0.95555,0.6708,0.6712
161,0.1330180679810699,1.8508415212392808,0.9536,0.6665,0.6707
162,0.12525430871210994,1.9294903980612754,0.9557,0.6663,0.6739
163,0.1295834119535517,1.9268504349827766,0.95585,0.6662,0.6737
164,0.12787425500345417,1.8590222801446914,0.95605,0.6701,0.676
165,0.12878023116444237,1.9246403521895408,0.95605,0.67,0.6737
166,0.1267576641750522,1.9247146975517273,0.957,0.6697,0.6744
167,0.12436207815320231,1.9627944563746453,0.9579,0.6708,0.6748
168,0.12568125791465865,1.963559258043766,0.956975,0.6657,0.6699
169,0.1221301177680958,1.9437099186778068,0.958175,0.6668,0.6782
170,0.11882185302609578,1.9186941933870316,0.9588,0.6692,0.6749
171,0.12237195955784991,1.937416860449314,0.9588,0.664,0.6721
172,0.11799432021663524,1.9793958953619004,0.959275,0.6661,0.6682
173,0.12020551327941939,1.9271088266670704,0.958775,0.6674,0.673
174,0.11744940670751966,1.9691375110149383,0.95895,0.661,0.6703
175,0.11845241606903728,2.0331300248384476,0.958975,0.6695,0.6744
176,0.11448060782025568,2.053184661245346,0.96065,0.6706,0.6717
177,0.11260823123790324,1.944721759712696,0.962,0.6711,0.6739
178,0.11668045447906479,1.9554329709112643,0.9596,0.6696,0.6737
179,0.11003150803861209,2.039103239798546,0.963075,0.6665,0.6735
180,0.11328288553510793,1.9930157578468324,0.960575,0.6638,0.6712
181,0.11227996387265157,1.9218020719885827,0.96185,0.6701,0.6713
182,0.10909655292988754,1.998644307678938,0.964175,0.664,0.6715
183,0.10899882589194458,2.057342059636116,0.962325,0.669,0.6723
184,0.10606847626832314,2.0124571947813035,0.9634,0.6706,0.6762
185,0.10993201308702119,2.065751983675361,0.96225,0.668,0.674
186,0.11261010377495549,2.0294774034798144,0.9613,0.669,0.6746
187,0.10774298796367365,2.0384312771677973,0.96385,0.6616,0.6693
188,0.10882928004935384,2.0718653278827666,0.962625,0.6685,0.673
189,0.10600049393740482,2.03596755425632,0.964375,0.6591,0.6719
190,0.11020311096613296,2.0651645873546602,0.962425,0.6705,0.6713
191,0.106023196036648,2.0219301295518877,0.964575,0.6722,0.6761
192,0.107707033026102,2.021029926329851,0.964075,0.6712,0.675
193,0.10855445504079107,2.0299417532444,0.9643,0.6659,0.6718
194,0.10035945673512761,2.0024081491351127,0.965825,0.6669,0.6686
195,0.09993747686329298,2.068103203392029,0.9663,0.6685,0.6705
196,0.10041376333558001,2.0839218945503233,0.966325,0.6691,0.6737
197,0.10461828910761979,2.0902702625215053,0.96475,0.6688,0.6676
198,0.10245615254947915,2.055727153778076,0.965225,0.6672,0.6731
199,0.1023072242942173,2.0904306657910348,0.965675,0.6697,0.6703
200,0.10169906679112464,2.08520133446455,0.964175,0.6681,0.6721
