    == Status ==
Current time: 2022-11-19 21:24:59 (running for 03:24:08.25)
Memory usage on this node: 9.3/15.4 GiB 
Using AsyncHyperBand: num_stopped=323
Bracket: Iter 32.000: -0.9614356261372566 | Iter 16.000: -1.0854247627735139 | Iter 8.000: -1.2630366757392884 | Iter 4.000: -1.4273403955459594 | Iter 2.000: -1.5695729044914244 | Iter 1.000: -1.739674667930603
Resources requested: 0/20 CPUs, 0/1 GPUs, 0.0/7.33 GiB heap, 0.0/3.66 GiB objects (0.0/1.0 accelerator_type:G)
Result logdir: /home/braian/ray_results/train_cifar_2022-11-19_18-00-51
Number of trials: 324/324 (1 ERROR, 323 TERMINATED)
+-------------------------+------------+-----------------------+--------------+-----------------+----------------------+------------------------+----------------------+------------------------+-----------+-----------+----------+------------+----------------------+
| Trial name              | status     | loc                   |   batch_size |   learning_rate |   cant_filtros_conv1 |   kernel_size_maxpool1 |   cant_filtros_conv2 |   kernel_size_maxpool2 |   full_l1 |   full_l2 |     loss |   accuracy |   training_iteration |
| train_cifar_40296_00258 | TERMINATED | 192.168.0.187:1131878 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       140 |        84 | 1.80985  |     0.3149 |                    1 |
| train_cifar_40296_00259 | TERMINATED | 192.168.0.187:1132799 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       140 |        84 | 1.76702  |     0.3472 |                    1 |
| train_cifar_40296_00260 | TERMINATED | 192.168.0.187:1133464 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       140 |        84 | 1.78156  |     0.3306 |                    1 |
| train_cifar_40296_00261 | TERMINATED | 192.168.0.187:1134033 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       160 |        84 | 1.83424  |     0.3145 |                    1 |
| train_cifar_40296_00262 | TERMINATED | 192.168.0.187:1134757 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       160 |        84 | 1.86486  |     0.319  |                    1 |
| train_cifar_40296_00263 | TERMINATED | 192.168.0.187:1135356 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       160 |        84 | 1.79469  |     0.3293 |                    1 |
| train_cifar_40296_00264 | TERMINATED | 192.168.0.187:1136038 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       160 |        84 | 1.78698  |     0.3472 |                    1 |
| train_cifar_40296_00265 | TERMINATED | 192.168.0.187:1136496 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       160 |        84 | 1.79636  |     0.3299 |                    1 |
| train_cifar_40296_00266 | TERMINATED | 192.168.0.187:1137373 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       160 |        84 | 1.75856  |     0.3464 |                    1 |
| train_cifar_40296_00267 | TERMINATED | 192.168.0.187:1138576 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       160 |        84 | 1.77363  |     0.3401 |                    1 |
| train_cifar_40296_00268 | TERMINATED | 192.168.0.187:1138801 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       160 |        84 | 1.60515  |     0.416  |                    2 |
| train_cifar_40296_00269 | TERMINATED | 192.168.0.187:1140689 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       160 |        84 | 1.56903  |     0.4209 |                    2 |
| train_cifar_40296_00270 | TERMINATED | 192.168.0.187:1140691 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       120 |       104 | 1.85716  |     0.3134 |                    1 |
| train_cifar_40296_00271 | TERMINATED | 192.168.0.187:1142405 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       120 |       104 | 1.84067  |     0.3101 |                    1 |
| train_cifar_40296_00272 | TERMINATED | 192.168.0.187:1142624 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       120 |       104 | 1.74362  |     0.3462 |                    1 |
| train_cifar_40296_00273 | TERMINATED | 192.168.0.187:1143844 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       120 |       104 | 1.78421  |     0.3406 |                    1 |
| train_cifar_40296_00274 | TERMINATED | 192.168.0.187:1144061 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       120 |       104 | 1.77627  |     0.3341 |                    1 |
| train_cifar_40296_00275 | TERMINATED | 192.168.0.187:1144940 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       120 |       104 | 1.74904  |     0.3578 |                    1 |
| train_cifar_40296_00276 | TERMINATED | 192.168.0.187:1146028 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       120 |       104 | 1.80128  |     0.337  |                    1 |
| train_cifar_40296_00277 | TERMINATED | 192.168.0.187:1146937 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       120 |       104 | 1.77622  |     0.3463 |                    1 |
| train_cifar_40296_00278 | TERMINATED | 192.168.0.187:1147379 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       120 |       104 | 1.59136  |     0.4132 |                    2 |
| train_cifar_40296_00279 | TERMINATED | 192.168.0.187:1148436 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       140 |       104 | 1.83994  |     0.3167 |                    1 |
| train_cifar_40296_00280 | TERMINATED | 192.168.0.187:1149107 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       140 |       104 | 1.745    |     0.3303 |                    1 |
| train_cifar_40296_00281 | TERMINATED | 192.168.0.187:1149816 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       140 |       104 | 1.76865  |     0.3549 |                    1 |
| train_cifar_40296_00282 | TERMINATED | 192.168.0.187:1150326 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       140 |       104 | 1.80424  |     0.3319 |                    1 |
| train_cifar_40296_00283 | TERMINATED | 192.168.0.187:1151151 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       140 |       104 | 1.76983  |     0.3389 |                    1 |
| train_cifar_40296_00284 | TERMINATED | 192.168.0.187:1151620 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       140 |       104 | 1.75088  |     0.3546 |                    1 |
| train_cifar_40296_00285 | TERMINATED | 192.168.0.187:1152648 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       140 |       104 | 1.85831  |     0.3179 |                    1 |
| train_cifar_40296_00286 | TERMINATED | 192.168.0.187:1152873 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       140 |       104 | 1.74923  |     0.3463 |                    1 |
| train_cifar_40296_00287 | TERMINATED | 192.168.0.187:1154531 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       140 |       104 | 1.74553  |     0.3587 |                    1 |
| train_cifar_40296_00288 | TERMINATED | 192.168.0.187:1154753 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       160 |       104 | 1.84133  |     0.3132 |                    1 |
| train_cifar_40296_00289 | TERMINATED | 192.168.0.187:1155837 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       160 |       104 | 1.83224  |     0.3273 |                    1 |
| train_cifar_40296_00290 | TERMINATED | 192.168.0.187:1156881 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       160 |       104 | 1.78817  |     0.3313 |                    1 |
| train_cifar_40296_00291 | TERMINATED | 192.168.0.187:1157109 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       160 |       104 | 1.78765  |     0.3336 |                    1 |
| train_cifar_40296_00292 | TERMINATED | 192.168.0.187:1158322 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       160 |       104 | 1.89205  |     0.3027 |                    1 |
| train_cifar_40296_00293 | TERMINATED | 192.168.0.187:1158543 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       160 |       104 | 1.57357  |     0.4152 |                    2 |
| train_cifar_40296_00294 | TERMINATED | 192.168.0.187:1159686 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       160 |       104 | 1.74081  |     0.3637 |                    1 |
| train_cifar_40296_00295 | TERMINATED | 192.168.0.187:1160333 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       160 |       104 | 1.74836  |     0.3642 |                    1 |
| train_cifar_40296_00296 | TERMINATED | 192.168.0.187:1161138 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       160 |       104 | 1.58479  |     0.4206 |                    2 |
| train_cifar_40296_00297 | TERMINATED | 192.168.0.187:1161597 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       120 |       124 | 1.80929  |     0.3339 |                    1 |
| train_cifar_40296_00298 | TERMINATED | 192.168.0.187:1163067 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       120 |       124 | 1.62667  |     0.4024 |                    2 |
| train_cifar_40296_00299 | TERMINATED | 192.168.0.187:1163283 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       120 |       124 | 1.77288  |     0.3393 |                    1 |
| train_cifar_40296_00300 | TERMINATED | 192.168.0.187:1164466 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       120 |       124 | 1.80146  |     0.3416 |                    1 |
| train_cifar_40296_00301 | TERMINATED | 192.168.0.187:1165125 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       120 |       124 | 1.7676   |     0.3417 |                    1 |
| train_cifar_40296_00302 | TERMINATED | 192.168.0.187:1165905 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       120 |       124 | 1.74782  |     0.3494 |                    1 |
| train_cifar_40296_00303 | TERMINATED | 192.168.0.187:1167011 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       120 |       124 | 1.76126  |     0.3508 |                    1 |
| train_cifar_40296_00304 | TERMINATED | 192.168.0.187:1167241 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       120 |       124 | 1.75844  |     0.3523 |                    1 |
| train_cifar_40296_00305 | TERMINATED | 192.168.0.187:1168399 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       120 |       124 | 1.31239  |     0.5289 |                    8 |
| train_cifar_40296_00306 | TERMINATED | 192.168.0.187:1168619 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       140 |       124 | 1.84036  |     0.3161 |                    1 |
| train_cifar_40296_00307 | TERMINATED | 192.168.0.187:1170183 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       140 |       124 | 1.82153  |     0.3277 |                    1 |
| train_cifar_40296_00308 | TERMINATED | 192.168.0.187:1173013 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       140 |       124 | 1.74106  |     0.3574 |                    1 |
| train_cifar_40296_00309 | TERMINATED | 192.168.0.187:1173242 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       140 |       124 | 1.77363  |     0.3536 |                    1 |
| train_cifar_40296_00310 | TERMINATED | 192.168.0.187:1174370 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       140 |       124 | 1.75846  |     0.3462 |                    1 |
| train_cifar_40296_00311 | TERMINATED | 192.168.0.187:1174594 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       140 |       124 | 1.57846  |     0.4078 |                    2 |
| train_cifar_40296_00312 | TERMINATED | 192.168.0.187:1175772 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       140 |       124 | 1.80991  |     0.3217 |                    1 |
| train_cifar_40296_00313 | TERMINATED | 192.168.0.187:1176418 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       140 |       124 | 1.44374  |     0.4731 |                    4 |
| train_cifar_40296_00314 | TERMINATED | 192.168.0.187:1177467 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       140 |       124 | 1.44847  |     0.4753 |                    4 |
| train_cifar_40296_00315 | TERMINATED | 192.168.0.187:1179210 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       160 |       124 | 1.81719  |     0.3211 |                    1 |
| train_cifar_40296_00316 | TERMINATED | 192.168.0.187:1180894 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       160 |       124 | 1.78404  |     0.3293 |                    1 |
| train_cifar_40296_00317 | TERMINATED | 192.168.0.187:1181140 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       160 |       124 | 1.74699  |     0.3423 |                    1 |
| train_cifar_40296_00318 | TERMINATED | 192.168.0.187:1181902 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       160 |       124 | 1.80656  |     0.3211 |                    1 |
| train_cifar_40296_00319 | TERMINATED | 192.168.0.187:1182451 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       160 |       124 | 1.80978  |     0.3285 |                    1 |
| train_cifar_40296_00320 | TERMINATED | 192.168.0.187:1183231 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       160 |       124 | 1.77813  |     0.345  |                    1 |
| train_cifar_40296_00321 | TERMINATED | 192.168.0.187:1183670 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       160 |       124 | 1.80625  |     0.3363 |                    1 |
| train_cifar_40296_00322 | TERMINATED | 192.168.0.187:1184730 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       160 |       124 | 1.59754  |     0.4073 |                    2 |
| train_cifar_40296_00323 | TERMINATED | 192.168.0.187:1184962 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       160 |       124 | 1.58947  |     0.4145 |                    2 |
| train_cifar_40296_00189 | ERROR      | 192.168.0.187:923879  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       120 |       104 |          |            |                      |
+-------------------------+------------+-----------------------+--------------+-----------------+----------------------+------------------------+----------------------+------------------------+-----------+-----------+----------+------------+----------------------+
Number of errored trials: 1
+-------------------------+--------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Trial name              |   # failures | error file                                                                                                                                                                                                                |
|-------------------------+--------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| train_cifar_40296_00189 |            1 | /home/braian/ray_results/train_cifar_2022-11-19_18-00-51/train_cifar_40296_00189_189_cant_filtros_conv1=6,cant_filtros_conv2=16,full_l1=120,full_l2=104,kernel_size_maxpool1=2,kernel_size__2022-11-19_20-29-35/error.txt |
+-------------------------+--------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
