    == Status ==
Current time: 2022-11-19 21:24:59 (running for 03:24:08.25)
Memory usage on this node: 9.3/15.4 GiB 
Using AsyncHyperBand: num_stopped=323
Bracket: Iter 32.000: -0.9614356261372566 | Iter 16.000: -1.0854247627735139 | Iter 8.000: -1.2630366757392884 | Iter 4.000: -1.4273403955459594 | Iter 2.000: -1.5695729044914244 | Iter 1.000: -1.739674667930603
Resources requested: 0/20 CPUs, 0/1 GPUs, 0.0/7.33 GiB heap, 0.0/3.66 GiB objects (0.0/1.0 accelerator_type:G)
Result logdir: /home/braian/ray_results/train_cifar_2022-11-19_18-00-51
Number of trials: 324/324 (1 ERROR, 323 TERMINATED)
+-------------------------+------------+-----------------------+--------------+-----------------+----------------------+------------------------+----------------------+------------------------+-----------+-----------+----------+------------+----------------------+
| Trial name              | status     | loc                   |   batch_size |   learning_rate |   cant_filtros_conv1 |   kernel_size_maxpool1 |   cant_filtros_conv2 |   kernel_size_maxpool2 |   full_l1 |   full_l2 |     loss |   accuracy |   training_iteration |
| train_cifar_40296_00113 | TERMINATED | 192.168.0.187:635003  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       120 |       104 | 1.46699  |     0.4681 |                    4 |
| train_cifar_40296_00114 | TERMINATED | 192.168.0.187:635425  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       120 |       104 | 1.749    |     0.3548 |                    1 |
| train_cifar_40296_00115 | TERMINATED | 192.168.0.187:636346  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       120 |       104 | 1.75149  |     0.3531 |                    1 |
| train_cifar_40296_00116 | TERMINATED | 192.168.0.187:638239  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       120 |       104 | 0.943461 |     0.6893 |                   50 |
| train_cifar_40296_00117 | TERMINATED | 192.168.0.187:638459  |           16 |          0.0001 |                    6 |                      3 |                   16 |                      2 |       140 |       104 | 1.75947  |     0.3564 |                    1 |
| train_cifar_40296_00118 | TERMINATED | 192.168.0.187:640053  |           16 |          0.0001 |                   12 |                      3 |                   16 |                      2 |       140 |       104 | 1.60123  |     0.4079 |                    2 |
| train_cifar_40296_00119 | TERMINATED | 192.168.0.187:643650  |           16 |          0.0001 |                   18 |                      3 |                   16 |                      2 |       140 |       104 | 1.74285  |     0.3621 |                    1 |
| train_cifar_40296_00120 | TERMINATED | 192.168.0.187:646107  |           16 |          0.0001 |                    6 |                      3 |                   22 |                      2 |       140 |       104 | 1.77783  |     0.35   |                    1 |
| train_cifar_40296_00121 | TERMINATED | 192.168.0.187:648958  |           16 |          0.0001 |                   12 |                      3 |                   22 |                      2 |       140 |       104 | 0.94204  |     0.6809 |                   50 |
| train_cifar_40296_00122 | TERMINATED | 192.168.0.187:669481  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       140 |       104 | 1.57833  |     0.4166 |                    2 |
| train_cifar_40296_00123 | TERMINATED | 192.168.0.187:673054  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       140 |       104 | 1.7794   |     0.3509 |                    1 |
| train_cifar_40296_00124 | TERMINATED | 192.168.0.187:675692  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       140 |       104 | 1.58175  |     0.4107 |                    2 |
| train_cifar_40296_00125 | TERMINATED | 192.168.0.187:679097  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       140 |       104 | 1.44019  |     0.4766 |                    4 |
| train_cifar_40296_00126 | TERMINATED | 192.168.0.187:683441  |           16 |          0.0001 |                    6 |                      3 |                   16 |                      2 |       160 |       104 | 1.8206   |     0.3299 |                    1 |
| train_cifar_40296_00127 | TERMINATED | 192.168.0.187:683665  |           16 |          0.0001 |                   12 |                      3 |                   16 |                      2 |       160 |       104 | 1.45922  |     0.4731 |                    4 |
| train_cifar_40296_00128 | TERMINATED | 192.168.0.187:684883  |           16 |          0.0001 |                   18 |                      3 |                   16 |                      2 |       160 |       104 | 1.75787  |     0.3554 |                    1 |
| train_cifar_40296_00129 | TERMINATED | 192.168.0.187:686394  |           16 |          0.0001 |                    6 |                      3 |                   22 |                      2 |       160 |       104 | 1.5774   |     0.4176 |                    2 |
| train_cifar_40296_00130 | TERMINATED | 192.168.0.187:686903  |           16 |          0.0001 |                   12 |                      3 |                   22 |                      2 |       160 |       104 | 1.46964  |     0.4635 |                    4 |
| train_cifar_40296_00131 | TERMINATED | 192.168.0.187:687973  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       160 |       104 | 0.907114 |     0.6964 |                   50 |
| train_cifar_40296_00132 | TERMINATED | 192.168.0.187:690493  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       160 |       104 | 1.76552  |     0.3539 |                    1 |
| train_cifar_40296_00133 | TERMINATED | 192.168.0.187:693234  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       160 |       104 | 0.916892 |     0.6945 |                   50 |
| train_cifar_40296_00134 | TERMINATED | 192.168.0.187:723779  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       160 |       104 | 0.93375  |     0.7002 |                   50 |
| train_cifar_40296_00135 | TERMINATED | 192.168.0.187:731137  |           16 |          0.0001 |                    6 |                      3 |                   16 |                      2 |       120 |       124 | 1.78714  |     0.3468 |                    1 |
| train_cifar_40296_00136 | TERMINATED | 192.168.0.187:733565  |           16 |          0.0001 |                   12 |                      3 |                   16 |                      2 |       120 |       124 | 1.44344  |     0.4832 |                    4 |
| train_cifar_40296_00137 | TERMINATED | 192.168.0.187:739400  |           16 |          0.0001 |                   18 |                      3 |                   16 |                      2 |       120 |       124 | 1.58474  |     0.4216 |                    2 |
| train_cifar_40296_00138 | TERMINATED | 192.168.0.187:742617  |           16 |          0.0001 |                    6 |                      3 |                   22 |                      2 |       120 |       124 | 1.7956   |     0.3437 |                    1 |
| train_cifar_40296_00139 | TERMINATED | 192.168.0.187:745510  |           16 |          0.0001 |                   12 |                      3 |                   22 |                      2 |       120 |       124 | 1.64177  |     0.4034 |                    2 |
| train_cifar_40296_00140 | TERMINATED | 192.168.0.187:748562  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       120 |       124 | 1.59772  |     0.4128 |                    2 |
| train_cifar_40296_00141 | TERMINATED | 192.168.0.187:751915  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       120 |       124 | 1.78474  |     0.3477 |                    1 |
| train_cifar_40296_00142 | TERMINATED | 192.168.0.187:753004  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       120 |       124 | 1.28499  |     0.5446 |                    8 |
| train_cifar_40296_00143 | TERMINATED | 192.168.0.187:753503  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       120 |       124 | 1.58962  |     0.4093 |                    2 |
| train_cifar_40296_00144 | TERMINATED | 192.168.0.187:755559  |           16 |          0.0001 |                    6 |                      3 |                   16 |                      2 |       140 |       124 | 1.86224  |     0.3072 |                    1 |
| train_cifar_40296_00145 | TERMINATED | 192.168.0.187:757987  |           16 |          0.0001 |                   12 |                      3 |                   16 |                      2 |       140 |       124 | 1.57922  |     0.4167 |                    2 |
| train_cifar_40296_00146 | TERMINATED | 192.168.0.187:759575  |           16 |          0.0001 |                   18 |                      3 |                   16 |                      2 |       140 |       124 | 0.929268 |     0.6869 |                   50 |
| train_cifar_40296_00147 | TERMINATED | 192.168.0.187:759798  |           16 |          0.0001 |                    6 |                      3 |                   22 |                      2 |       140 |       124 | 1.81005  |     0.3349 |                    1 |
| train_cifar_40296_00148 | TERMINATED | 192.168.0.187:761337  |           16 |          0.0001 |                   12 |                      3 |                   22 |                      2 |       140 |       124 | 1.60831  |     0.42   |                    2 |
| train_cifar_40296_00149 | TERMINATED | 192.168.0.187:764978  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       140 |       124 | 0.927298 |     0.6882 |                   50 |
| train_cifar_40296_00150 | TERMINATED | 192.168.0.187:795012  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       140 |       124 | 1.74452  |     0.3603 |                    1 |
| train_cifar_40296_00151 | TERMINATED | 192.168.0.187:798050  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       140 |       124 | 0.985833 |     0.6647 |                   32 |
| train_cifar_40296_00152 | TERMINATED | 192.168.0.187:800912  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       140 |       124 | 0.958597 |     0.6927 |                   50 |
| train_cifar_40296_00153 | TERMINATED | 192.168.0.187:821466  |           16 |          0.0001 |                    6 |                      3 |                   16 |                      2 |       160 |       124 | 1.81662  |     0.3452 |                    1 |
| train_cifar_40296_00154 | TERMINATED | 192.168.0.187:826154  |           16 |          0.0001 |                   12 |                      3 |                   16 |                      2 |       160 |       124 | 1.44556  |     0.4706 |                    4 |
| train_cifar_40296_00155 | TERMINATED | 192.168.0.187:832397  |           16 |          0.0001 |                   18 |                      3 |                   16 |                      2 |       160 |       124 | 1.79136  |     0.3403 |                    1 |
| train_cifar_40296_00156 | TERMINATED | 192.168.0.187:833939  |           16 |          0.0001 |                    6 |                      3 |                   22 |                      2 |       160 |       124 | 1.58139  |     0.4109 |                    2 |
| train_cifar_40296_00157 | TERMINATED | 192.168.0.187:834414  |           16 |          0.0001 |                   12 |                      3 |                   22 |                      2 |       160 |       124 | 1.57871  |     0.4286 |                    2 |
| train_cifar_40296_00158 | TERMINATED | 192.168.0.187:835515  |           16 |          0.0001 |                   18 |                      3 |                   22 |                      2 |       160 |       124 | 1.63269  |     0.4065 |                    2 |
| train_cifar_40296_00159 | TERMINATED | 192.168.0.187:836451  |           16 |          0.0001 |                    6 |                      3 |                   28 |                      2 |       160 |       124 | 1.58637  |     0.4302 |                    2 |
| train_cifar_40296_00160 | TERMINATED | 192.168.0.187:837584  |           16 |          0.0001 |                   12 |                      3 |                   28 |                      2 |       160 |       124 | 1.44521  |     0.4844 |                    4 |
| train_cifar_40296_00161 | TERMINATED | 192.168.0.187:838440  |           16 |          0.0001 |                   18 |                      3 |                   28 |                      2 |       160 |       124 | 0.964377 |     0.7013 |                   50 |
| train_cifar_40296_00162 | TERMINATED | 192.168.0.187:844737  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       120 |        84 | 1.86844  |     0.3012 |                    1 |
| train_cifar_40296_00163 | TERMINATED | 192.168.0.187:847566  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       120 |        84 | 1.73876  |     0.3584 |                    1 |
| train_cifar_40296_00164 | TERMINATED | 192.168.0.187:850435  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       120 |        84 | 1.28092  |     0.5422 |                    8 |
| train_cifar_40296_00165 | TERMINATED | 192.168.0.187:858542  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       120 |        84 | 1.86434  |     0.3216 |                    1 |
| train_cifar_40296_00166 | TERMINATED | 192.168.0.187:861080  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       120 |        84 | 1.58006  |     0.4252 |                    2 |
| train_cifar_40296_00167 | TERMINATED | 192.168.0.187:865461  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       120 |        84 | 1.45579  |     0.476  |                    4 |
| train_cifar_40296_00168 | TERMINATED | 192.168.0.187:866051  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       120 |        84 | 1.75015  |     0.3612 |                    1 |
| train_cifar_40296_00169 | TERMINATED | 192.168.0.187:867996  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       120 |        84 | 1.28023  |     0.5427 |                    8 |
| train_cifar_40296_00170 | TERMINATED | 192.168.0.187:868600  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       120 |        84 | 1.11256  |     0.6058 |                   16 |
| train_cifar_40296_00171 | TERMINATED | 192.168.0.187:875210  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       140 |        84 | 1.88958  |     0.2974 |                    1 |
| train_cifar_40296_00172 | TERMINATED | 192.168.0.187:877857  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       140 |        84 | 1.74977  |     0.365  |                    1 |
| train_cifar_40296_00173 | TERMINATED | 192.168.0.187:878863  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       140 |        84 | 1.57481  |     0.4265 |                    2 |
| train_cifar_40296_00174 | TERMINATED | 192.168.0.187:879518  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       140 |        84 | 1.58931  |     0.4259 |                    2 |
| train_cifar_40296_00175 | TERMINATED | 192.168.0.187:881472  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       140 |        84 | 1.46044  |     0.4667 |                    4 |
| train_cifar_40296_00176 | TERMINATED | 192.168.0.187:881693  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       140 |        84 | 1.2676   |     0.5448 |                    8 |
| train_cifar_40296_00177 | TERMINATED | 192.168.0.187:885077  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       140 |        84 | 1.73339  |     0.3732 |                    1 |
| train_cifar_40296_00178 | TERMINATED | 192.168.0.187:887163  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       140 |        84 | 1.47099  |     0.4663 |                    4 |
| train_cifar_40296_00179 | TERMINATED | 192.168.0.187:887404  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       140 |        84 | 0.972235 |     0.6836 |                   50 |
| train_cifar_40296_00180 | TERMINATED | 192.168.0.187:889206  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       160 |        84 | 1.76543  |     0.349  |                    1 |
| train_cifar_40296_00181 | TERMINATED | 192.168.0.187:891102  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       160 |        84 | 1.76488  |     0.3504 |                    1 |
| train_cifar_40296_00182 | TERMINATED | 192.168.0.187:893950  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       160 |        84 | 1.73674  |     0.366  |                    1 |
| train_cifar_40296_00183 | TERMINATED | 192.168.0.187:896439  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       160 |        84 | 1.80359  |     0.3335 |                    1 |
| train_cifar_40296_00184 | TERMINATED | 192.168.0.187:900081  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       160 |        84 | 1.57352  |     0.431  |                    2 |
| train_cifar_40296_00185 | TERMINATED | 192.168.0.187:903261  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       160 |        84 | 1.59816  |     0.4254 |                    2 |
| train_cifar_40296_00186 | TERMINATED | 192.168.0.187:906799  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       160 |        84 | 1.78179  |     0.3426 |                    1 |
| train_cifar_40296_00187 | TERMINATED | 192.168.0.187:910353  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       160 |        84 | 1.10766  |     0.6096 |                   16 |
| train_cifar_40296_00188 | TERMINATED | 192.168.0.187:913601  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       160 |        84 | 1.0928   |     0.6126 |                   16 |
| train_cifar_40296_00190 | TERMINATED | 192.168.0.187:925451  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       120 |       104 | 1.59777  |     0.416  |                    2 |
| train_cifar_40296_00191 | TERMINATED | 192.168.0.187:925877  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       120 |       104 | 1.28771  |     0.5358 |                    8 |
| train_cifar_40296_00192 | TERMINATED | 192.168.0.187:929725  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       120 |       104 | 1.78393  |     0.3453 |                    1 |
| train_cifar_40296_00193 | TERMINATED | 192.168.0.187:930358  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       120 |       104 | 1.79768  |     0.3388 |                    1 |
| train_cifar_40296_00194 | TERMINATED | 192.168.0.187:931054  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       120 |       104 | 1.09757  |     0.6143 |                   16 |
| train_cifar_40296_00195 | TERMINATED | 192.168.0.187:931879  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       120 |       104 | 1.78706  |     0.3444 |                    1 |
| train_cifar_40296_00196 | TERMINATED | 192.168.0.187:934160  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       120 |       104 | 1.58104  |     0.4155 |                    2 |
| train_cifar_40296_00197 | TERMINATED | 192.168.0.187:937552  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       120 |       104 | 1.73289  |     0.3632 |                    1 |
| train_cifar_40296_00198 | TERMINATED | 192.168.0.187:939843  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       140 |       104 | 1.61436  |     0.4084 |                    2 |
| train_cifar_40296_00199 | TERMINATED | 192.168.0.187:940064  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       140 |       104 | 1.45004  |     0.468  |                    4 |
| train_cifar_40296_00200 | TERMINATED | 192.168.0.187:941673  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       140 |       104 | 1.4408   |     0.4711 |                    4 |
| train_cifar_40296_00201 | TERMINATED | 192.168.0.187:943137  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       140 |       104 | 1.81828  |     0.3366 |                    1 |
| train_cifar_40296_00202 | TERMINATED | 192.168.0.187:944882  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       140 |       104 | 1.2766   |     0.5345 |                    8 |
| train_cifar_40296_00203 | TERMINATED | 192.168.0.187:945301  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       140 |       104 | 1.73386  |     0.3641 |                    1 |
| train_cifar_40296_00204 | TERMINATED | 192.168.0.187:947169  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       140 |       104 | 1.77918  |     0.3418 |                    1 |
| train_cifar_40296_00205 | TERMINATED | 192.168.0.187:949619  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       140 |       104 | 1.4336   |     0.4743 |                    4 |
| train_cifar_40296_00206 | TERMINATED | 192.168.0.187:949849  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       140 |       104 | 0.973202 |     0.6878 |                   50 |
| train_cifar_40296_00207 | TERMINATED | 192.168.0.187:953902  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       160 |       104 | 1.84889  |     0.3255 |                    1 |
| train_cifar_40296_00208 | TERMINATED | 192.168.0.187:956552  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       160 |       104 | 1.57813  |     0.4308 |                    2 |
| train_cifar_40296_00209 | TERMINATED | 192.168.0.187:960177  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       160 |       104 | 1.30176  |     0.5312 |                    8 |
| train_cifar_40296_00210 | TERMINATED | 192.168.0.187:968248  |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       160 |       104 | 1.77739  |     0.3428 |                    1 |
| train_cifar_40296_00211 | TERMINATED | 192.168.0.187:970678  |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       160 |       104 | 1.099    |     0.6113 |                   16 |
| train_cifar_40296_00212 | TERMINATED | 192.168.0.187:979842  |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       160 |       104 | 1.58603  |     0.4209 |                    2 |
| train_cifar_40296_00213 | TERMINATED | 192.168.0.187:982660  |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       160 |       104 | 1.29713  |     0.542  |                    8 |
| train_cifar_40296_00214 | TERMINATED | 192.168.0.187:983258  |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       160 |       104 | 1.47338  |     0.4658 |                    4 |
| train_cifar_40296_00215 | TERMINATED | 192.168.0.187:986709  |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       160 |       104 | 0.924219 |     0.703  |                   50 |
| train_cifar_40296_00216 | TERMINATED | 192.168.0.187:988820  |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       120 |       124 | 1.81103  |     0.3359 |                    1 |
| train_cifar_40296_00217 | TERMINATED | 192.168.0.187:991473  |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       120 |       124 | 1.59928  |     0.4118 |                    2 |
| train_cifar_40296_00218 | TERMINATED | 192.168.0.187:994868  |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       120 |       124 | 1.3375   |     0.5195 |                    8 |
| train_cifar_40296_00219 | TERMINATED | 192.168.0.187:1003026 |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       120 |       124 | 1.63668  |     0.4046 |                    2 |
| train_cifar_40296_00220 | TERMINATED | 192.168.0.187:1006593 |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       120 |       124 | 1.44076  |     0.4672 |                    4 |
| train_cifar_40296_00221 | TERMINATED | 192.168.0.187:1011765 |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       120 |       124 | 0.958609 |     0.6797 |                   50 |
| train_cifar_40296_00222 | TERMINATED | 192.168.0.187:1016968 |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       120 |       124 | 1.84906  |     0.32   |                    1 |
| train_cifar_40296_00223 | TERMINATED | 192.168.0.187:1020526 |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       120 |       124 | 1.73536  |     0.3628 |                    1 |
| train_cifar_40296_00224 | TERMINATED | 192.168.0.187:1023003 |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       120 |       124 | 0.920836 |     0.6914 |                   50 |
| train_cifar_40296_00225 | TERMINATED | 192.168.0.187:1046033 |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       140 |       124 | 1.75302  |     0.3409 |                    1 |
| train_cifar_40296_00226 | TERMINATED | 192.168.0.187:1048483 |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       140 |       124 | 1.76572  |     0.3362 |                    1 |
| train_cifar_40296_00227 | TERMINATED | 192.168.0.187:1051350 |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       140 |       124 | 1.49154  |     0.4543 |                    4 |
| train_cifar_40296_00228 | TERMINATED | 192.168.0.187:1056062 |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       140 |       124 | 1.76961  |     0.3474 |                    1 |
| train_cifar_40296_00229 | TERMINATED | 192.168.0.187:1057091 |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       140 |       124 | 1.5782   |     0.4222 |                    2 |
| train_cifar_40296_00230 | TERMINATED | 192.168.0.187:1057919 |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       140 |       124 | 1.59596  |     0.4186 |                    2 |
| train_cifar_40296_00231 | TERMINATED | 192.168.0.187:1058900 |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       140 |       124 | 1.59288  |     0.4103 |                    2 |
| train_cifar_40296_00232 | TERMINATED | 192.168.0.187:1059835 |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       140 |       124 | 1.28574  |     0.5399 |                    8 |
| train_cifar_40296_00233 | TERMINATED | 192.168.0.187:1060860 |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       140 |       124 | 1.7728   |     0.3632 |                    1 |
| train_cifar_40296_00234 | TERMINATED | 192.168.0.187:1063179 |           16 |          0.0001 |                    6 |                      2 |                   16 |                      3 |       160 |       124 | 1.74956  |     0.3678 |                    1 |
| train_cifar_40296_00235 | TERMINATED | 192.168.0.187:1064725 |           16 |          0.0001 |                   12 |                      2 |                   16 |                      3 |       160 |       124 | 1.43648  |     0.4752 |                    4 |
| train_cifar_40296_00236 | TERMINATED | 192.168.0.187:1065181 |           16 |          0.0001 |                   18 |                      2 |                   16 |                      3 |       160 |       124 | 1.58403  |     0.4259 |                    2 |
| train_cifar_40296_00237 | TERMINATED | 192.168.0.187:1067502 |           16 |          0.0001 |                    6 |                      2 |                   22 |                      3 |       160 |       124 | 1.57305  |     0.4296 |                    2 |
| train_cifar_40296_00238 | TERMINATED | 192.168.0.187:1068116 |           16 |          0.0001 |                   12 |                      2 |                   22 |                      3 |       160 |       124 | 1.27539  |     0.5321 |                    8 |
| train_cifar_40296_00239 | TERMINATED | 192.168.0.187:1069705 |           16 |          0.0001 |                   18 |                      2 |                   22 |                      3 |       160 |       124 | 0.966075 |     0.682  |                   50 |
| train_cifar_40296_00240 | TERMINATED | 192.168.0.187:1073124 |           16 |          0.0001 |                    6 |                      2 |                   28 |                      3 |       160 |       124 | 1.72982  |     0.3615 |                    1 |
| train_cifar_40296_00241 | TERMINATED | 192.168.0.187:1075993 |           16 |          0.0001 |                   12 |                      2 |                   28 |                      3 |       160 |       124 | 0.963434 |     0.6669 |                   32 |
| train_cifar_40296_00242 | TERMINATED | 192.168.0.187:1101335 |           16 |          0.0001 |                   18 |                      2 |                   28 |                      3 |       160 |       124 | 0.971419 |     0.692  |                   50 |
| train_cifar_40296_00243 | TERMINATED | 192.168.0.187:1105382 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       120 |        84 | 1.83075  |     0.3199 |                    1 |
| train_cifar_40296_00244 | TERMINATED | 192.168.0.187:1108229 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       120 |        84 | 1.80552  |     0.3128 |                    1 |
| train_cifar_40296_00245 | TERMINATED | 192.168.0.187:1110679 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       120 |        84 | 1.78567  |     0.3226 |                    1 |
| train_cifar_40296_00246 | TERMINATED | 192.168.0.187:1113499 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       120 |        84 | 1.90279  |     0.3017 |                    1 |
| train_cifar_40296_00247 | TERMINATED | 192.168.0.187:1116318 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       120 |        84 | 1.79768  |     0.3429 |                    1 |
| train_cifar_40296_00248 | TERMINATED | 192.168.0.187:1118753 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       120 |        84 | 1.77179  |     0.3439 |                    1 |
| train_cifar_40296_00249 | TERMINATED | 192.168.0.187:1121474 |           16 |          0.0001 |                    6 |                      3 |                   28 |                      3 |       120 |        84 | 1.87676  |     0.3088 |                    1 |
| train_cifar_40296_00250 | TERMINATED | 192.168.0.187:1124103 |           16 |          0.0001 |                   12 |                      3 |                   28 |                      3 |       120 |        84 | 1.83105  |     0.3264 |                    1 |
| train_cifar_40296_00251 | TERMINATED | 192.168.0.187:1126595 |           16 |          0.0001 |                   18 |                      3 |                   28 |                      3 |       120 |        84 | 1.73175  |     0.3673 |                    1 |
| train_cifar_40296_00252 | TERMINATED | 192.168.0.187:1128033 |           16 |          0.0001 |                    6 |                      3 |                   16 |                      3 |       140 |        84 | 1.82853  |     0.3217 |                    1 |
| train_cifar_40296_00253 | TERMINATED | 192.168.0.187:1128653 |           16 |          0.0001 |                   12 |                      3 |                   16 |                      3 |       140 |        84 | 1.78807  |     0.3257 |                    1 |
| train_cifar_40296_00254 | TERMINATED | 192.168.0.187:1129285 |           16 |          0.0001 |                   18 |                      3 |                   16 |                      3 |       140 |        84 | 1.75156  |     0.3493 |                    1 |
| train_cifar_40296_00255 | TERMINATED | 192.168.0.187:1129899 |           16 |          0.0001 |                    6 |                      3 |                   22 |                      3 |       140 |        84 | 1.80928  |     0.3378 |                    1 |
| train_cifar_40296_00256 | TERMINATED | 192.168.0.187:1130527 |           16 |          0.0001 |                   12 |                      3 |                   22 |                      3 |       140 |        84 | 1.75328  |     0.3596 |                    1 |
| train_cifar_40296_00257 | TERMINATED | 192.168.0.187:1131115 |           16 |          0.0001 |                   18 |                      3 |                   22 |                      3 |       140 |        84 | 1.60172  |     0.4045 |                    2 |
